symbol,price
BTCUSDT,43043.99000000
BTCUSDT,43044.00000000
BTCUSDT,43044.00000000
BTCUSDT,43043.99000000
BTCUSDT,43043.99000000
BTCUSDT,43043.99000000
BTCUSDT,43043.99000000
BTCUSDT,43044.00000000
BTCUSDT,43043.99000000
BTCUSDT,43043.99000000
